index,true_label,candidate_labels,complementary_label
22401,17,"['flowers'; 'food containers']",flowers
22402,18,"['medium-sized mammals'; 'food containers']",food containers
22403,18,"['medium-sized mammals'; 'food containers']",food containers
22404,4,"['flowers'; 'vehicles 1']",Vehicles
22405,7,"['household furniture'; 'insects']",household furniture
22406,12,"['large carnivores'; 'vehicles 1']",vehicles 1
22407,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22408,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22409,11,"['insects'; 'people']",insects
22410,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
22411,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22412,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22413,0,"['food containers'; 'aquatic mammals']",food containers
22414,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22415,0,"['food containers'; 'aquatic mammals']",food containers
22416,7,"['household furniture'; 'insects']",household furniture
22417,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22418,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22419,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22420,0,"['food containers'; 'aquatic mammals']",food containers
22421,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22422,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
22423,3,"['food containers'; 'trees']",trees
22424,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22425,11,"['people'; 'insects']",insects
22426,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22427,9,"['trees'; 'household furniture']",household furniture
22428,1,"['large carnivores'; 'insects']",large carnivores
22429,4,"['flowers'; 'vehicles 1']",Vehicles
22430,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22431,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22432,4,"['flowers'; 'vehicles 1']",Vehicles
22433,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22434,1,"['large carnivores'; 'insects']",insects
22435,9,"['household furniture'; 'trees']",trees
22436,17,"['flowers'; 'food containers']",flowers
22437,3,"['food containers'; 'trees']",trees
22438,7,"['household furniture'; 'insects']",household furniture
22439,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22440,6,"['flowers'; 'aquatic mammals']",flowers
22441,3,"['trees'; 'food containers']",trees
22442,9,"['trees'; 'household furniture']",household furniture
22443,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22444,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22445,12,"['large carnivores'; 'vehicles 1']",Vehicles
22446,7,"['household furniture'; 'insects']",household furniture
22447,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22448,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22449,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22450,0,"['aquatic mammals'; 'food containers']",aquatic mammals
22451,3,"['food containers'; 'trees']",trees
22452,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22453,9,"['trees'; 'household furniture']",household furniture
22454,9,"['household furniture'; 'trees']",household furniture
22455,18,"['medium-sized mammals'; 'food containers']",food containers
22456,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22457,2,"['insects'; 'fruit and vegetables']",insects
22458,9,"['trees'; 'household furniture']",trees
22459,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
22460,17,"['food containers'; 'flowers']",food containers
22461,18,"['food containers'; 'medium-sized mammals']",food containers
22462,3,"['trees'; 'food containers']",trees
22463,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22464,3,"['trees'; 'food containers']",trees
22465,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22466,1,"['insects'; 'large carnivores']",insects
22467,7,"['household furniture'; 'insects']",household furniture
22468,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22469,2,"['insects'; 'fruit and vegetables']",insects
22470,17,"['food containers'; 'flowers']",flowers
22471,7,"['household furniture'; 'insects']",household furniture
22472,4,"['vehicles 1'; 'flowers']",Vehicles
22473,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22474,3,"['trees'; 'food containers']",trees
22475,7,"['household furniture'; 'insects']",household furniture
22476,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22477,12,"['vehicles 1'; 'large carnivores']",Vehicles
22478,18,"['food containers'; 'medium-sized mammals']",food containers
22479,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22480,18,"['medium-sized mammals'; 'food containers']",food containers
22481,3,"['food containers'; 'trees']",trees
22482,11,"['insects'; 'people']",insects
22483,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22484,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22485,2,"['fruit and vegetables'; 'insects']",insects
22486,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22487,7,"['insects'; 'household furniture']",Furniture
22488,9,"['trees'; 'household furniture']",trees
22489,18,"['medium-sized mammals'; 'food containers']",food containers
22490,12,"['vehicles 1'; 'large carnivores']",Vehicles
22491,4,"['vehicles 1'; 'flowers']",vehicles 1
22492,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22493,9,"['trees'; 'household furniture']",household furniture
22494,1,"['insects'; 'large carnivores']",insects
22495,17,"['flowers'; 'food containers']",flowers
22496,2,"['insects'; 'fruit and vegetables']",insects
22497,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22498,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22499,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
22500,17,"['food containers'; 'flowers']",flowers
22501,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22502,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22503,11,"['people'; 'insects']",insects
22504,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22505,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22506,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22507,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22508,5,"['fish'; 'non-insect invertebrates']",fish
22509,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
22510,4,"['flowers'; 'vehicles 1']",Vehicles
22511,7,"['insects'; 'household furniture']",household furniture
22512,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22513,3,"['trees'; 'food containers']",trees
22514,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
22515,11,"['people'; 'insects']",insects
22516,18,"['medium-sized mammals'; 'food containers']",food containers
22517,11,"['people'; 'insects']",insects
22518,12,"['large carnivores'; 'vehicles 1']",Vehicles
22519,3,"['trees'; 'food containers']",trees
22520,6,"['flowers'; 'aquatic mammals']",flowers
22521,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22522,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22523,6,"['flowers'; 'aquatic mammals']",flowers
22524,1,"['insects'; 'large carnivores']",insects
22525,11,"['people'; 'insects']",insects
22526,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22527,9,"['household furniture'; 'trees']",household furniture
22528,17,"['flowers'; 'food containers']",flowers
22529,1,"['insects'; 'large carnivores']",insects
22530,17,"['food containers'; 'flowers']",flowers
22531,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22532,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22533,3,"['trees'; 'food containers']",trees
22534,1,"['insects'; 'large carnivores']",insects
22535,18,"['medium-sized mammals'; 'food containers']",food containers
22536,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22537,7,"['insects'; 'household furniture']",household furniture
22538,9,"['trees'; 'household furniture']",household furniture
22539,7,"['insects'; 'household furniture']",household furniture
22540,1,"['insects'; 'large carnivores']",insects
22541,18,"['medium-sized mammals'; 'food containers']",food containers
22542,4,"['flowers'; 'vehicles 1']",Vehicles
22543,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22544,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22545,4,"['flowers'; 'vehicles 1']",Vehicles
22546,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
22547,5,"['fish'; 'non-insect invertebrates']",fish
22548,12,"['vehicles 1'; 'large carnivores']",Vehicles
22549,3,"['food containers'; 'trees']",trees
22550,11,"['people'; 'insects']",insects
22551,0,"['food containers'; 'aquatic mammals']",food containers
22552,12,"['large carnivores'; 'vehicles 1']",Vehicles
22553,9,"['household furniture'; 'trees']",household furniture
22554,4,"['vehicles 1'; 'flowers']",flowers
22555,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22556,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22557,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22558,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
22559,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22560,1,"['insects'; 'large carnivores']",insects
22561,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22562,7,"['insects'; 'household furniture']",household furniture
22563,6,"['flowers'; 'aquatic mammals']",flowers
22564,18,"['medium-sized mammals'; 'food containers']",food containers
22565,18,"['food containers'; 'medium-sized mammals']",food containers
22566,5,"['fish'; 'non-insect invertebrates']",fish
22567,12,"['large carnivores'; 'vehicles 1']",vehicles 1
22568,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
22569,12,"['vehicles 1'; 'large carnivores']",Vehicles
22570,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22571,17,"['flowers'; 'food containers']",food containers
22572,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
22573,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22574,18,"['food containers'; 'medium-sized mammals']",food containers
22575,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22576,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
22577,9,"['trees'; 'household furniture']",household furniture
22578,3,"['trees'; 'food containers']",trees
22579,5,"['fish'; 'non-insect invertebrates']",fish
22580,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
22581,18,"['medium-sized mammals'; 'food containers']",food containers
22582,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22583,4,"['vehicles 1'; 'flowers']",flowers
22584,1,"['insects'; 'large carnivores']",insects
22585,5,"['fish'; 'non-insect invertebrates']",fish
22586,3,"['food containers'; 'trees']",trees
22587,11,"['people'; 'insects']",insects
22588,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
22589,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
22590,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
22591,9,"['trees'; 'household furniture']",household furniture
22592,4,"['flowers'; 'vehicles 1']",Vehicles
22593,7,"['household furniture'; 'insects']",household furniture
22594,5,"['fish'; 'non-insect invertebrates']",fish
22595,12,"['large carnivores'; 'vehicles 1']",Vehicles
22596,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
22597,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
22598,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
22599,5,"['fish'; 'non-insect invertebrates']",fish
22600,1,"['large carnivores'; 'insects']",insects
22601,5,"['fish'; 'non-insect invertebrates']",fish
22602,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22603,4,"['flowers'; 'vehicles 1']",Vehicles
22604,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
22605,5,"['fish'; 'non-insect invertebrates']",non-insect invertebrates
22606,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
22607,1,"['insects'; 'large carnivores']",insects
22608,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
22609,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22610,0,"['food containers'; 'aquatic mammals']",food containers
22611,3,"['food containers'; 'trees']",trees
22612,11,"['people'; 'insects']",insects
22613,1,"['insects'; 'large carnivores']",insects
22614,18,"['food containers'; 'medium-sized mammals']",food containers
22615,6,"['aquatic mammals'; 'flowers']",aquatic mammals
22616,1,"['insects'; 'large carnivores']",insects
22617,12,"['vehicles 1'; 'large carnivores']",Vehicles
22618,9,"['household furniture'; 'trees']",household furniture
22619,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
22620,0,"['aquatic mammals'; 'food containers']",food containers
22621,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
22622,6,"['flowers'; 'aquatic mammals']",aquatic mammals
22623,17,"['flowers'; 'food containers']",food containers
22624,1,"['insects'; 'large carnivores']",insects
22625,9,"['household furniture'; 'trees']",household furniture
