index,true_label,candidate_labels,complementary_label
30615,2,"['o'; 'wo'; 'ya'; 're'; 'ma'; 'na'; 'ha'; 'tsu']",tsu
30616,4,"['ma'; 'su'; 're'; 'ya'; 'o'; 'tsu'; 'ha'; 'ki']",su
30617,0,"['wo'; 'na'; 'ki'; 'o'; 'su'; 'ma'; 'ha'; 're']",na
30618,9,"['na'; 'ma'; 'wo'; 'ha'; 'tsu'; 'su'; 'o'; 'ki']",tsu
30619,8,"['ma'; 're'; 'su'; 'ha'; 'na'; 'wo'; 'tsu'; 'ki']",su
30620,1,"['ya'; 'o'; 'ki'; 'ma'; 'na'; 'wo'; 're'; 'ha']",o
30621,7,"['re'; 'ya'; 'ki'; 'su'; 'ha'; 'o'; 'tsu'; 'wo']",su
30622,7,"['ki'; 'ya'; 'wo'; 'tsu'; 'o'; 're'; 'su'; 'ha']",tsu
30623,4,"['tsu'; 'o'; 'ki'; 'ya'; 'ma'; 'su'; 'ha'; 're']",o
30624,7,"['re'; 'ha'; 'wo'; 'su'; 'o'; 'ki'; 'ya'; 'tsu']",su
30625,6,"['tsu'; 'ha'; 'na'; 'ma'; 'su'; 're'; 'ki'; 'ya']",na
30626,9,"['wo'; 'su'; 'ki'; 'o'; 'na'; 'ma'; 'tsu'; 'ha']",ha
30627,6,"['ki'; 'tsu'; 'su'; 'na'; 're'; 'ma'; 'ya'; 'ha']",ha
30628,0,"['na'; 'wo'; 're'; 'su'; 'ki'; 'ma'; 'o'; 'ha']",na
30629,8,"['ki'; 'ma'; 'tsu'; 'ha'; 'na'; 'wo'; 're'; 'su']",na
30630,2,"['ha'; 'ma'; 'wo'; 'ya'; 're'; 'na'; 'o'; 'tsu']",tsu
30631,2,"['tsu'; 'ha'; 'ya'; 'na'; 'wo'; 're'; 'ma'; 'o']",na
30632,5,"['na'; 'ya'; 'o'; 're'; 'wo'; 'ha'; 'ki'; 'tsu']",tsu
30633,3,"['ki'; 'ya'; 'tsu'; 'su'; 'ma'; 'na'; 'o'; 'ha']",tsu
30634,5,"['re'; 'ha'; 'tsu'; 'wo'; 'na'; 'ki'; 'ya'; 'o']",tsu
30635,1,"['o'; 're'; 'ki'; 'ha'; 'wo'; 'na'; 'ma'; 'ya']",na
30636,9,"['o'; 'ma'; 'ki'; 'tsu'; 'wo'; 'ha'; 'su'; 'na']",na
30637,1,"['ma'; 'wo'; 'ha'; 're'; 'na'; 'ki'; 'o'; 'ya']",na
30638,2,"['o'; 'ha'; 'tsu'; 're'; 'na'; 'ma'; 'wo'; 'ya']",na
30639,2,"['ya'; 'na'; 'tsu'; 'o'; 'wo'; 'ha'; 're'; 'ma']",na
30640,5,"['re'; 'ki'; 'na'; 'wo'; 'tsu'; 'o'; 'ya'; 'ha']",ha
30641,0,"['ma'; 'su'; 'ki'; 'na'; 'o'; 'ha'; 're'; 'wo']",na
30642,3,"['ma'; 'na'; 'ya'; 'tsu'; 'su'; 'o'; 'ki'; 'ha']",na
30643,4,"['re'; 'ha'; 'o'; 'ya'; 'su'; 'ma'; 'tsu'; 'ki']",re
30644,8,"['ha'; 're'; 'na'; 'ma'; 'tsu'; 'wo'; 'su'; 'ki']",tsu
30645,9,"['na'; 'ki'; 'tsu'; 'ha'; 'su'; 'o'; 'ma'; 'wo']",na
30646,5,"['na'; 'o'; 're'; 'wo'; 'ki'; 'ya'; 'ha'; 'tsu']",ha
30647,9,"['ha'; 'ki'; 'na'; 'o'; 'su'; 'ma'; 'tsu'; 'wo']",ki
30648,5,"['wo'; 'ha'; 'tsu'; 'ya'; 'o'; 'ki'; 'na'; 're']",ha
30649,5,"['o'; 're'; 'ya'; 'ki'; 'wo'; 'tsu'; 'ha'; 'na']",tsu
30650,7,"['ha'; 'su'; 're'; 'o'; 'tsu'; 'wo'; 'ki'; 'ya']",su
30651,7,"['su'; 'tsu'; 'ki'; 'ya'; 're'; 'ha'; 'o'; 'wo']",ki
30652,5,"['tsu'; 'na'; 're'; 'o'; 'ki'; 'ya'; 'ha'; 'wo']",na
30653,3,"['ya'; 'na'; 'su'; 'ha'; 'ma'; 'tsu'; 'o'; 'ki']",na
30654,3,"['ma'; 'o'; 'ya'; 'na'; 'ki'; 'su'; 'tsu'; 'ha']",na
30655,6,"['re'; 'tsu'; 'ya'; 'na'; 'ma'; 'su'; 'ha'; 'ki']",na
30656,7,"['o'; 'ya'; 'tsu'; 'su'; 're'; 'ha'; 'ki'; 'wo']",tsu
30657,9,"['ki'; 'tsu'; 'na'; 'wo'; 'ha'; 'su'; 'o'; 'ma']",na
30658,3,"['ki'; 'tsu'; 'ma'; 'ha'; 'ya'; 'su'; 'na'; 'o']",na
30659,6,"['ki'; 'ya'; 'su'; 'ma'; 'ha'; 're'; 'tsu'; 'na']",su
30660,6,"['ha'; 'tsu'; 'na'; 're'; 'su'; 'ki'; 'ya'; 'ma']",na
30661,2,"['na'; 'ya'; 'o'; 'ma'; 're'; 'wo'; 'tsu'; 'ha']",tsu
30662,0,"['o'; 'ma'; 'su'; 'ki'; 'ha'; 'na'; 're'; 'wo']",na
30663,1,"['ki'; 'ma'; 'ya'; 'o'; 're'; 'na'; 'ha'; 'wo']",na
30664,3,"['ma'; 'na'; 'o'; 'ki'; 'su'; 'ya'; 'ha'; 'tsu']",na
30665,3,"['o'; 'ha'; 'na'; 'ya'; 'su'; 'tsu'; 'ki'; 'ma']",su
30666,1,"['na'; 'wo'; 'ha'; 'o'; 'ma'; 'ya'; 're'; 'ki']",na
30667,3,"['su'; 'ha'; 'ya'; 'ma'; 'ki'; 'na'; 'tsu'; 'o']",na
30668,4,"['ki'; 'ha'; 'tsu'; 'ma'; 'su'; 'o'; 'ya'; 're']",tsu
30669,3,"['ki'; 'na'; 'ma'; 'ha'; 'ya'; 'su'; 'tsu'; 'o']",na
30670,4,"['re'; 'ya'; 'ha'; 'o'; 'su'; 'ki'; 'tsu'; 'ma']",su
30671,5,"['ya'; 'wo'; 'o'; 'na'; 'ha'; 'tsu'; 'ki'; 're']",tsu
30672,5,"['ya'; 'na'; 'tsu'; 'ha'; 'o'; 'ki'; 're'; 'wo']",na
30673,9,"['na'; 'ha'; 'ki'; 'o'; 'wo'; 'su'; 'tsu'; 'ma']",na
30674,1,"['ma'; 'ki'; 'wo'; 'o'; 'ya'; 're'; 'na'; 'ha']",ki
30675,1,"['ma'; 're'; 'o'; 'ya'; 'ha'; 'ki'; 'na'; 'wo']",na
30676,9,"['ha'; 'na'; 'su'; 'tsu'; 'ki'; 'wo'; 'o'; 'ma']",na
30677,1,"['re'; 'ki'; 'wo'; 'ma'; 'na'; 'o'; 'ya'; 'ha']",ki
30678,6,"['su'; 'tsu'; 'na'; 'ki'; 'ma'; 're'; 'ha'; 'ya']",na
30679,4,"['tsu'; 'ha'; 're'; 'ya'; 'ki'; 'ma'; 'o'; 'su']",ha
30680,3,"['ha'; 'tsu'; 'ma'; 'ya'; 'o'; 'na'; 'su'; 'ki']",na
30681,8,"['re'; 'ki'; 'ma'; 'wo'; 'su'; 'na'; 'ha'; 'tsu']",su
30682,7,"['ya'; 'tsu'; 'ki'; 'ha'; 're'; 'o'; 'su'; 'wo']",ha
30683,2,"['tsu'; 'ya'; 'na'; 'wo'; 'ma'; 'ha'; 'o'; 're']",na
30684,4,"['re'; 'ya'; 'ki'; 'ma'; 'tsu'; 'o'; 'ha'; 'su']",tsu
30685,1,"['ma'; 'ki'; 'ya'; 'ha'; 'wo'; 'na'; 're'; 'o']",ki
30686,5,"['tsu'; 'na'; 'wo'; 're'; 'ki'; 'ya'; 'o'; 'ha']",na
30687,5,"['o'; 'ha'; 'ya'; 'ki'; 'na'; 'wo'; 'tsu'; 're']",tsu
30688,2,"['wo'; 'ma'; 'o'; 're'; 'tsu'; 'na'; 'ya'; 'ha']",ha
30689,1,"['ha'; 'na'; 'ma'; 'o'; 'wo'; 'ki'; 're'; 'ya']",na
30690,1,"['ya'; 'wo'; 're'; 'na'; 'o'; 'ma'; 'ha'; 'ki']",wo
30691,0,"['ki'; 'ha'; 'na'; 're'; 'wo'; 'ma'; 'su'; 'o']",na
30692,9,"['ki'; 'ha'; 'su'; 'tsu'; 'wo'; 'ma'; 'o'; 'na']",na
30693,5,"['re'; 'ya'; 'o'; 'na'; 'ki'; 'wo'; 'tsu'; 'ha']",tsu
30694,5,"['o'; 'tsu'; 'ki'; 'na'; 're'; 'ya'; 'ha'; 'wo']",tsu
30695,6,"['ya'; 'ki'; 'tsu'; 'ha'; 're'; 'ma'; 'na'; 'su']",ki
30696,2,"['tsu'; 'ma'; 'na'; 're'; 'wo'; 'o'; 'ha'; 'ya']",na
30697,9,"['su'; 'na'; 'tsu'; 'ma'; 'ha'; 'wo'; 'o'; 'ki']",na
30698,0,"['o'; 'ma'; 'wo'; 'ki'; 'su'; 'na'; 'ha'; 're']",na
30699,2,"['tsu'; 'ma'; 'wo'; 'na'; 'ha'; 'o'; 're'; 'ya']",na
30700,8,"['na'; 'tsu'; 'ha'; 'ma'; 'wo'; 'su'; 'ki'; 're']",na
30701,6,"['ya'; 'na'; 'ha'; 'ma'; 'tsu'; 'su'; 'ki'; 're']",tsu
30702,4,"['o'; 're'; 'ma'; 'su'; 'ya'; 'tsu'; 'ki'; 'ha']",ha
30703,4,"['ma'; 'ya'; 'ki'; 'o'; 'su'; 'ha'; 'tsu'; 're']",su
30704,6,"['su'; 'ma'; 'ya'; 'ki'; 'na'; 'ha'; 're'; 'tsu']",su
30705,0,"['o'; 're'; 'ha'; 'ma'; 'su'; 'na'; 'wo'; 'ki']",na
30706,7,"['o'; 'ya'; 'wo'; 're'; 'su'; 'ha'; 'ki'; 'tsu']",su
30707,5,"['ya'; 're'; 'na'; 'ha'; 'ki'; 'wo'; 'tsu'; 'o']",tsu
30708,4,"['ki'; 're'; 'su'; 'ya'; 'tsu'; 'ma'; 'o'; 'ha']",su
30709,6,"['na'; 're'; 'ya'; 'ki'; 'ha'; 'ma'; 'su'; 'tsu']",su
30710,9,"['ki'; 'ma'; 'wo'; 'ha'; 'o'; 'su'; 'na'; 'tsu']",su
30711,1,"['ya'; 're'; 'o'; 'ki'; 'ma'; 'na'; 'ha'; 'wo']",na
30712,2,"['ya'; 'wo'; 're'; 'ma'; 'tsu'; 'ha'; 'na'; 'o']",tsu
30713,2,"['wo'; 'ya'; 'ha'; 're'; 'tsu'; 'o'; 'na'; 'ma']",tsu
30714,2,"['re'; 'na'; 'ya'; 'ma'; 'ha'; 'wo'; 'tsu'; 'o']",tsu
30715,3,"['ki'; 'ma'; 'ha'; 'ya'; 'su'; 'tsu'; 'na'; 'o']",su
30716,2,"['ma'; 'wo'; 'ha'; 'na'; 're'; 'tsu'; 'ya'; 'o']",tsu
30717,2,"['ha'; 're'; 'o'; 'wo'; 'ma'; 'tsu'; 'ya'; 'na']",na
30718,4,"['re'; 'ha'; 'ki'; 'o'; 'ya'; 'ma'; 'tsu'; 'su']",tsu
30719,5,"['tsu'; 'ya'; 'ha'; 'na'; 'ki'; 're'; 'wo'; 'o']",na
30720,9,"['ki'; 'ha'; 'tsu'; 'su'; 'o'; 'ma'; 'na'; 'wo']",tsu
30721,6,"['su'; 'na'; 'ma'; 'ya'; 'ha'; 're'; 'tsu'; 'ki']",su
30722,0,"['ki'; 'ma'; 're'; 'na'; 'o'; 'wo'; 'ha'; 'su']",na
30723,2,"['ma'; 'wo'; 'o'; 're'; 'tsu'; 'na'; 'ha'; 'ya']",tsu
30724,6,"['ha'; 'ma'; 're'; 'tsu'; 'ki'; 'su'; 'ya'; 'na']",na
30725,9,"['tsu'; 'ha'; 'ma'; 'su'; 'ki'; 'wo'; 'na'; 'o']",na
30726,8,"['ha'; 'na'; 'tsu'; 'ma'; 'su'; 'wo'; 're'; 'ki']",na
30727,0,"['na'; 'ma'; 'ki'; 'ha'; 'o'; 'wo'; 'su'; 're']",na
30728,9,"['ha'; 'na'; 'su'; 'tsu'; 'ki'; 'wo'; 'o'; 'ma']",na
30729,8,"['na'; 'tsu'; 'ki'; 're'; 'su'; 'ma'; 'wo'; 'ha']",na
30730,0,"['wo'; 'ma'; 're'; 'ha'; 'o'; 'na'; 'su'; 'ki']",na
30731,3,"['su'; 'ha'; 'tsu'; 'ma'; 'ki'; 'na'; 'ya'; 'o']",na
30732,2,"['wo'; 'o'; 'na'; 'ya'; 'tsu'; 'ma'; 're'; 'ha']",tsu
30733,2,"['na'; 'wo'; 'ya'; 'ma'; 'tsu'; 'o'; 'ha'; 're']",tsu
30734,5,"['ya'; 'o'; 'ki'; 'na'; 'ha'; 're'; 'tsu'; 'wo']",tsu
30735,9,"['ma'; 'tsu'; 'su'; 'o'; 'na'; 'ki'; 'ha'; 'wo']",na
30736,4,"['ma'; 'ha'; 'ki'; 're'; 'ya'; 'tsu'; 'o'; 'su']",tsu
30737,8,"['ha'; 'su'; 'ki'; 'wo'; 'ma'; 'na'; 're'; 'tsu']",su
30738,8,"['wo'; 'tsu'; 're'; 'su'; 'ha'; 'ma'; 'ki'; 'na']",tsu
30739,3,"['tsu'; 'o'; 'su'; 'ma'; 'ya'; 'ha'; 'ki'; 'na']",na
30740,0,"['ha'; 'ma'; 're'; 'su'; 'wo'; 'na'; 'ki'; 'o']",na
30741,6,"['su'; 'ki'; 'na'; 'ya'; 'ha'; 'tsu'; 're'; 'ma']",su
30742,3,"['ha'; 'tsu'; 'su'; 'na'; 'ki'; 'o'; 'ya'; 'ma']",na
30743,2,"['na'; 'ha'; 'wo'; 're'; 'ya'; 'tsu'; 'o'; 'ma']",tsu
30744,9,"['na'; 'wo'; 'ha'; 'ma'; 'ki'; 'o'; 'su'; 'tsu']",na
30745,4,"['ma'; 'ha'; 'su'; 'o'; 'ya'; 're'; 'ki'; 'tsu']",su
30746,0,"['na'; 'ha'; 'su'; 'o'; 'ki'; 're'; 'wo'; 'ma']",na
30747,2,"['ha'; 'wo'; 're'; 'tsu'; 'ya'; 'o'; 'na'; 'ma']",tsu
30748,5,"['na'; 'ya'; 'ki'; 'o'; 're'; 'wo'; 'tsu'; 'ha']",tsu
30749,4,"['ha'; 're'; 'ki'; 'ma'; 'o'; 'su'; 'tsu'; 'ya']",su
30750,4,"['re'; 'ha'; 'su'; 'tsu'; 'ki'; 'o'; 'ma'; 'ya']",re
30751,2,"['tsu'; 'wo'; 'ha'; 'na'; 'o'; 're'; 'ma'; 'ya']",na
30752,6,"['ha'; 'ma'; 're'; 'tsu'; 'ki'; 'su'; 'na'; 'ya']",tsu
30753,0,"['o'; 'ki'; 'wo'; 'ma'; 're'; 'na'; 'su'; 'ha']",na
30754,0,"['ha'; 'o'; 'ma'; 'su'; 'wo'; 'ki'; 're'; 'na']",na
30755,2,"['wo'; 'na'; 're'; 'o'; 'ma'; 'ha'; 'tsu'; 'ya']",na
30756,8,"['wo'; 'ma'; 'su'; 'ki'; 're'; 'ha'; 'na'; 'tsu']",su
30757,6,"['na'; 'su'; 'ki'; 'tsu'; 're'; 'ya'; 'ma'; 'ha']",na
30758,3,"['o'; 'ki'; 'ha'; 'ma'; 'ya'; 'tsu'; 'na'; 'su']",tsu
30759,7,"['wo'; 're'; 'su'; 'ki'; 'o'; 'tsu'; 'ha'; 'ya']",su
30760,1,"['na'; 'ma'; 'ya'; 're'; 'ki'; 'wo'; 'o'; 'ha']",na
30761,0,"['na'; 'ma'; 'wo'; 'ha'; 'su'; 'o'; 're'; 'ki']",na
30762,6,"['su'; 'ha'; 'ki'; 'ma'; 'na'; 'ya'; 're'; 'tsu']",su
30763,7,"['tsu'; 'o'; 'su'; 'ki'; 'wo'; 'ha'; 're'; 'ya']",ki
30764,8,"['wo'; 'na'; 'su'; 'ma'; 'ha'; 're'; 'tsu'; 'ki']",na
30765,0,"['na'; 're'; 'su'; 'o'; 'wo'; 'ki'; 'ha'; 'ma']",na
30766,1,"['wo'; 'ma'; 'ya'; 'na'; 're'; 'ki'; 'ha'; 'o']",na
30767,3,"['ki'; 'ma'; 'o'; 'na'; 'su'; 'ya'; 'tsu'; 'ha']",su
30768,2,"['ya'; 'o'; 'ma'; 'tsu'; 'wo'; 'na'; 'ha'; 're']",tsu
30769,5,"['na'; 'ki'; 'tsu'; 'o'; 'ya'; 'wo'; 're'; 'ha']",ki
30770,0,"['o'; 'na'; 'ma'; 'su'; 're'; 'ki'; 'wo'; 'ha']",na
30771,6,"['ki'; 're'; 'ha'; 'su'; 'na'; 'ma'; 'ya'; 'tsu']",su
30772,3,"['tsu'; 'ma'; 'o'; 'ha'; 'ya'; 'ki'; 'na'; 'su']",na
30773,5,"['na'; 'ki'; 're'; 'tsu'; 'ha'; 'o'; 'wo'; 'ya']",ki
30774,1,"['ha'; 'wo'; 're'; 'o'; 'ya'; 'na'; 'ma'; 'ki']",na
30775,5,"['ha'; 'ya'; 'ki'; 'tsu'; 'o'; 're'; 'na'; 'wo']",tsu
30776,8,"['ki'; 'ma'; 'na'; 'tsu'; 'ha'; 're'; 'wo'; 'su']",tsu
30777,6,"['ma'; 'ki'; 'tsu'; 'na'; 'su'; 'ya'; 'ha'; 're']",ki
30778,6,"['re'; 'ma'; 'su'; 'ha'; 'na'; 'tsu'; 'ki'; 'ya']",su
30779,4,"['ki'; 're'; 'tsu'; 'ha'; 'su'; 'ya'; 'ma'; 'o']",tsu
30780,8,"['ha'; 'wo'; 're'; 'na'; 'ma'; 'ki'; 'su'; 'tsu']",su
30781,4,"['re'; 'ha'; 'ki'; 'ma'; 'ya'; 'tsu'; 'su'; 'o']",tsu
30782,4,"['ma'; 'ki'; 'o'; 'ha'; 'su'; 'ya'; 'tsu'; 're']",ki
30783,9,"['su'; 'na'; 'o'; 'ki'; 'tsu'; 'wo'; 'ma'; 'ha']",na
30784,6,"['ha'; 're'; 'ya'; 'su'; 'tsu'; 'ma'; 'na'; 'ki']",na
30785,8,"['ma'; 're'; 'tsu'; 'ki'; 'su'; 'na'; 'ha'; 'wo']",tsu
30786,3,"['su'; 'tsu'; 'ma'; 'na'; 'ha'; 'o'; 'ya'; 'ki']",na
30787,3,"['ya'; 'su'; 'ha'; 'tsu'; 'ma'; 'ki'; 'o'; 'na']",su
30788,1,"['ya'; 'ha'; 're'; 'ki'; 'na'; 'o'; 'wo'; 'ma']",na
30789,5,"['o'; 'na'; 're'; 'ya'; 'ha'; 'tsu'; 'wo'; 'ki']",tsu
30790,7,"['o'; 'ki'; 're'; 'su'; 'tsu'; 'ha'; 'wo'; 'ya']",ha
30791,7,"['su'; 'ki'; 'ha'; 'o'; 'wo'; 're'; 'tsu'; 'ya']",su
30792,6,"['ma'; 're'; 'tsu'; 'ya'; 'ki'; 'na'; 'su'; 'ha']",ha
30793,3,"['ma'; 'na'; 'ha'; 'o'; 'su'; 'ki'; 'ya'; 'tsu']",na
30794,3,"['tsu'; 'o'; 'na'; 'ha'; 'su'; 'ya'; 'ki'; 'ma']",na
30795,3,"['tsu'; 'ya'; 'su'; 'o'; 'ki'; 'ha'; 'ma'; 'na']",na
30796,5,"['re'; 'o'; 'wo'; 'na'; 'ya'; 'ki'; 'ha'; 'tsu']",tsu
30797,5,"['na'; 'ha'; 'ya'; 're'; 'o'; 'ki'; 'wo'; 'tsu']",na
30798,4,"['su'; 'o'; 'tsu'; 're'; 'ki'; 'ma'; 'ha'; 'ya']",ha
30799,2,"['wo'; 'ha'; 'o'; 'tsu'; 're'; 'ma'; 'na'; 'ya']",tsu
30800,0,"['ma'; 'ki'; 'wo'; 're'; 'o'; 'su'; 'na'; 'ha']",ki
30801,7,"['tsu'; 'su'; 'wo'; 'o'; 'ya'; 're'; 'ha'; 'ki']",ha
30802,2,"['na'; 'tsu'; 'wo'; 're'; 'ma'; 'o'; 'ha'; 'ya']",na
30803,6,"['ma'; 'ha'; 'na'; 'ki'; 'su'; 're'; 'ya'; 'tsu']",su
30804,0,"['na'; 'su'; 'wo'; 're'; 'ha'; 'o'; 'ma'; 'ki']",na
30805,5,"['wo'; 'o'; 'ya'; 'na'; 'tsu'; 're'; 'ki'; 'ha']",tsu
30806,6,"['na'; 'ya'; 'ma'; 'tsu'; 'ha'; 're'; 'su'; 'ki']",tsu
30807,4,"['ya'; 'ha'; 'tsu'; 'o'; 'su'; 're'; 'ma'; 'ki']",tsu
30808,1,"['ya'; 'ki'; 'wo'; 'ma'; 're'; 'ha'; 'na'; 'o']",ki
30809,2,"['tsu'; 'ma'; 'na'; 're'; 'wo'; 'ya'; 'ha'; 'o']",ha
30810,7,"['wo'; 'ha'; 'ya'; 'ki'; 'tsu'; 'su'; 're'; 'o']",tsu
30811,2,"['tsu'; 'o'; 'ma'; 're'; 'na'; 'ha'; 'ya'; 'wo']",na
30812,6,"['su'; 'ki'; 're'; 'ha'; 'tsu'; 'na'; 'ya'; 'ma']",ki
30813,4,"['ya'; 'ki'; 'tsu'; 'o'; 're'; 'ha'; 'ma'; 'su']",ki
30814,9,"['ki'; 'su'; 'wo'; 'ha'; 'o'; 'tsu'; 'na'; 'ma']",su
30815,3,"['ma'; 'o'; 'ha'; 'ya'; 'su'; 'tsu'; 'ki'; 'na']",na
30816,5,"['re'; 'ki'; 'wo'; 'ya'; 'ha'; 'o'; 'na'; 'tsu']",tsu
30817,0,"['ki'; 'ha'; 'wo'; 'o'; 'na'; 'ma'; 're'; 'su']",na
30818,0,"['na'; 're'; 'ki'; 'ma'; 'ha'; 'o'; 'su'; 'wo']",na
30819,0,"['re'; 'wo'; 'o'; 'na'; 'ma'; 'ha'; 'su'; 'ki']",na
30820,0,"['ma'; 'su'; 'ha'; 're'; 'wo'; 'ki'; 'o'; 'na']",na
30821,1,"['o'; 'wo'; 'ma'; 'na'; 're'; 'ya'; 'ki'; 'ha']",ha
30822,2,"['wo'; 're'; 'ya'; 'na'; 'ma'; 'tsu'; 'ha'; 'o']",tsu
30823,5,"['ki'; 'o'; 'ha'; 'wo'; 'na'; 're'; 'tsu'; 'ya']",tsu
30824,6,"['ya'; 'ki'; 'su'; 'ma'; 'na'; 're'; 'ha'; 'tsu']",ki
30825,0,"['re'; 'wo'; 'na'; 'ha'; 'su'; 'ma'; 'ki'; 'o']",na
30826,5,"['wo'; 'ha'; 'o'; 'na'; 'ki'; 'ya'; 'tsu'; 're']",tsu
30827,9,"['ha'; 'o'; 'na'; 'su'; 'ki'; 'tsu'; 'ma'; 'wo']",na
30828,9,"['ha'; 'tsu'; 'ki'; 'na'; 'ma'; 'wo'; 'o'; 'su']",na
30829,7,"['ha'; 'su'; 'ki'; 're'; 'wo'; 'o'; 'tsu'; 'ya']",su
30830,9,"['ha'; 'wo'; 'na'; 'su'; 'tsu'; 'ki'; 'ma'; 'o']",na
30831,9,"['na'; 'tsu'; 'wo'; 'ma'; 'ha'; 'o'; 'ki'; 'su']",na
30832,1,"['re'; 'ya'; 'o'; 'na'; 'ki'; 'ha'; 'ma'; 'wo']",ha
30833,0,"['o'; 're'; 'wo'; 'ma'; 'na'; 'su'; 'ha'; 'ki']",na
30834,7,"['tsu'; 'wo'; 'ha'; 'ki'; 'su'; 're'; 'o'; 'ya']",wo
30835,1,"['ha'; 'wo'; 'o'; 'ma'; 'ya'; 'na'; 're'; 'ki']",na
30836,7,"['ki'; 'ya'; 'o'; 'wo'; 'tsu'; 'su'; 'ha'; 're']",tsu
30837,1,"['wo'; 'o'; 'ki'; 're'; 'ya'; 'na'; 'ma'; 'ha']",na
30838,9,"['ha'; 'ki'; 'o'; 'na'; 'wo'; 'su'; 'ma'; 'tsu']",ki
30839,5,"['o'; 'tsu'; 'wo'; 'ki'; 'ya'; 'na'; 're'; 'ha']",tsu
30840,5,"['tsu'; 're'; 'ki'; 'ha'; 'na'; 'o'; 'wo'; 'ya']",ki
30841,0,"['ki'; 'ma'; 'o'; 'ha'; 'wo'; 'su'; 'na'; 're']",na
30842,5,"['ki'; 'wo'; 'o'; 'ya'; 'tsu'; 're'; 'na'; 'ha']",tsu
30843,0,"['su'; 'o'; 'wo'; 'ma'; 'na'; 're'; 'ki'; 'ha']",o
30844,4,"['ha'; 'ki'; 're'; 'tsu'; 'su'; 'ya'; 'o'; 'ma']",tsu
30845,8,"['wo'; 'ma'; 'ki'; 're'; 'tsu'; 'ha'; 'su'; 'na']",ha
30846,1,"['wo'; 'ma'; 'ki'; 'ha'; 'ya'; 're'; 'o'; 'na']",o
30847,8,"['su'; 're'; 'ki'; 'ma'; 'tsu'; 'ha'; 'na'; 'wo']",su
30848,9,"['na'; 'tsu'; 'ma'; 'wo'; 'o'; 'su'; 'ki'; 'ha']",na
30849,2,"['wo'; 'tsu'; 'ma'; 'ha'; 'o'; 'ya'; 're'; 'na']",na
30850,4,"['ha'; 'ya'; 'su'; 'ki'; 're'; 'o'; 'ma'; 'tsu']",su
30851,6,"['ya'; 'ha'; 'ki'; 'na'; 're'; 'ma'; 'su'; 'tsu']",ha
30852,2,"['o'; 'ma'; 'wo'; 're'; 'tsu'; 'ha'; 'ya'; 'na']",na
30853,9,"['su'; 'o'; 'ha'; 'ma'; 'tsu'; 'na'; 'wo'; 'ki']",na
30854,7,"['ha'; 'su'; 'o'; 'tsu'; 're'; 'ya'; 'ki'; 'wo']",su
30855,9,"['ki'; 'na'; 'ma'; 'ha'; 'wo'; 'su'; 'o'; 'tsu']",na
30856,9,"['wo'; 'o'; 'su'; 'ma'; 'ki'; 'tsu'; 'ha'; 'na']",na
30857,8,"['su'; 'ha'; 'ma'; 'na'; 'wo'; 're'; 'ki'; 'tsu']",su
30858,8,"['na'; 'su'; 'tsu'; 'wo'; 're'; 'ma'; 'ki'; 'ha']",ha
30859,0,"['o'; 'ma'; 're'; 'na'; 'ha'; 'su'; 'wo'; 'ki']",na
30860,5,"['o'; 'tsu'; 'ki'; 'na'; 'ya'; 're'; 'ha'; 'wo']",tsu
30861,4,"['tsu'; 'ki'; 'ha'; 'ya'; 'ma'; 're'; 'o'; 'su']",ki
30862,9,"['su'; 'na'; 'ma'; 'wo'; 'ki'; 'ha'; 'tsu'; 'o']",na
30863,4,"['ya'; 'ki'; 'o'; 'su'; 'ma'; 'ha'; 're'; 'tsu']",su
30864,3,"['ki'; 'tsu'; 'ma'; 'ha'; 'o'; 'na'; 'su'; 'ya']",na
30865,4,"['o'; 'ki'; 'tsu'; 'su'; 're'; 'ha'; 'ya'; 'ma']",ki
30866,8,"['re'; 'na'; 'su'; 'ma'; 'ha'; 'wo'; 'tsu'; 'ki']",na
30867,5,"['ha'; 'ya'; 'o'; 'ki'; 'na'; 'tsu'; 're'; 'wo']",tsu
30868,4,"['ma'; 'o'; 'ha'; 'ya'; 'ki'; 're'; 'su'; 'tsu']",su
30869,2,"['o'; 'ma'; 'na'; 'wo'; 'tsu'; 'ya'; 're'; 'ha']",tsu
30870,9,"['su'; 'ma'; 'na'; 'tsu'; 'ki'; 'wo'; 'o'; 'ha']",ha
30871,5,"['ki'; 'ya'; 'o'; 'ha'; 'wo'; 're'; 'na'; 'tsu']",tsu
30872,5,"['ki'; 'ya'; 'wo'; 'na'; 're'; 'o'; 'ha'; 'tsu']",tsu
30873,7,"['ki'; 'su'; 'o'; 'wo'; 'tsu'; 'ha'; 'ya'; 're']",su
30874,1,"['re'; 'na'; 'o'; 'ki'; 'ha'; 'wo'; 'ya'; 'ma']",na
30875,7,"['o'; 'tsu'; 'wo'; 're'; 'su'; 'ha'; 'ki'; 'ya']",tsu
30876,1,"['ma'; 'o'; 'ki'; 'na'; 'ya'; 're'; 'wo'; 'ha']",ki
30877,2,"['re'; 'ya'; 'tsu'; 'o'; 'ha'; 'wo'; 'ma'; 'na']",na
30878,0,"['ha'; 'su'; 'ma'; 'o'; 'wo'; 'ki'; 'na'; 're']",na
30879,7,"['ha'; 'ya'; 'tsu'; 'o'; 'wo'; 're'; 'su'; 'ki']",tsu
